area,latitude,longitude,population
FI,68.5,23.0,147
FI,68.5,23.5,832
FI,68.5,24.0,85
FI,68.5,24.5,20
FI,68.5,25.0,2
FI,68.5,25.5,11
FI,68.5,26.0,10
FI,68.5,26.5,21
FI,68.5,27.0,7
FI,68.5,27.5,4532
FI,68.5,28.0,319
FI,68.5,28.5,26
FI,69.0,20.5,1
FI,69.0,21.0,324
FI,69.0,21.5,19
FI,69.0,22.0,6
FI,69.0,25.5,1
FI,69.0,26.0,51
FI,69.0,26.5,70
FI,69.0,27.0,922
FI,69.0,27.5,141
FI,69.0,28.0,61
FI,69.0,28.5,67
FI,69.0,29.0,1
FI,69.5,21.5,1
FI,69.5,26.0,370
FI,69.5,26.5,24
FI,69.5,27.0,56
FI,69.5,27.5,9
FI,69.5,28.0,32
FI,69.5,28.5,75
FI,69.5,29.0,56
FI,70.0,26.0,50
FI,70.0,26.5,3
FI,70.0,27.0,505
FI,70.0,27.5,37
FI,70.0,28.0,166
FI,70.0,28.5,1
FR,41.5,8.5,174
FR,41.5,9.0,19609
FR,41.5,9.5,16639
FR,42.0,8.5,45989
FR,42.0,9.0,69415
FR,42.0,9.5,18499
FR,42.5,0.0,99
FR,42.5,0.5,93
FR,42.5,1.0,6
FR,42.5,1.5,280
FR,42.5,2.0,18728
FR,42.5,2.5,62424
FR,42.5,3.0,361697
FR,42.5,8.5,2604
FR,42.5,9.0,34664
FR,42.5,9.5,113571
FR,43.0,-1.5,5401
FR,43.0,-1.0,17820
FR,43.0,-0.5,61647
FR,43.0,0.0,157780
FR,43.0,0.5,76844
FR,43.0,1.0,71298
FR,43.0,1.5,105139
FR,43.0,2.0,80033
FR,43.0,2.5,104648
FR,43.0,3.0,195420
FR,43.0,3.5,4475
FR,43.0,5.5,124970
FR,43.0,6.0,488793
FR,43.0,6.5,39903
FR,43.0,9.5,6772
FR,43.5,-2.0,16127
FR,43.5,-1.5,336071
FR,43.5,-1.0,158806
FR,43.5,-0.5,262224
FR,43.5,0.0,88617
FR,43.5,0.5,69977
FR,43.5,1.0,191871
FR,43.5,1.5,1151902
FR,43.5,2.0,156959
FR,43.5,2.5,103456
FR,43.5,3.0,202509
FR,43.5,3.5,364382
FR,43.5,4.0,643185
FR,43.5,4.5,99181
FR,43.5,5.0,418706
FR,43.5,5.5,1370025
FR,43.5,6.0,190371
FR,43.5,6.5,254473
FR,43.5,7.0,752727
FR,43.5,7.5,195981
FR,44.0,-1.5,20554
FR,44.0,-1.0,53509
FR,44.0,-0.5,93617
FR,44.0,0.0,31992
FR,44.0,0.5,158850
FR,44.0,1.0,123217
FR,44.0,1.5,266221
FR,44.0,2.0,190273
FR,44.0,2.5,38842
FR,44.0,3.0,55572
FR,44.0,3.5,39908
FR,44.0,4.0,238947
FR,44.0,4.5,428962
FR,44.0,5.0,538326
FR,44.0,5.5,63662
FR,44.0,6.0,131298
FR,44.0,6.5,16092
FR,44.0,7.0,62347
FR,44.0,7.5,94852
FR,44.5,-1.5,1738
FR,44.5,-1.0,182428
FR,44.5,-0.5,132610
FR,44.5,0.0,124100
FR,44.5,0.5,119133
FR,44.5,1.0,63587
FR,44.5,1.5,75839
FR,44.5,2.0,86384
FR,44.5,2.5,117461
FR,44.5,3.0,33131
FR,44.5,3.5,42068
FR,44.5,4.0,47669
FR,44.5,4.5,214261
FR,44.5,5.0,145613
FR,44.5,5.5,19109
FR,44.5,6.0,90326
FR,44.5,6.5,35266
FR,44.5,7.0,1961
FR,45.0,-1.0,88445
FR,45.0,-0.5,1022797
FR,45.0,0.0,162800
FR,45.0,0.5,181223
FR,45.0,1.0,92611
FR,45.0,1.5,155056
FR,45.0,2.0,51868
FR,45.0,2.5,76532
FR,45.0,3.0,32518
FR,45.0,3.5,34279
FR,45.0,4.0,112373
FR,45.0,4.5,88660
FR,45.0,5.0,366006
FR,45.0,5.5,420988
FR,45.0,6.0,158723
FR,45.0,6.5,40661
FR,45.0,7.0,1764
FR,45.5,-1.0,123275
FR,45.5,-0.5,143162
FR,45.5,0.0,187854
FR,45.5,0.5,73032
FR,45.5,1.0,63535
FR,45.5,1.5,71066
FR,45.5,2.0,43012
FR,45.5,2.5,42243
FR,45.5,3.0,135483
FR,45.5,3.5,90973
FR,45.5,4.0,160099
FR,45.5,4.5,605003
FR,45.5,5.0,947107
FR,45.5,5.5,353014
FR,45.5,6.0,330604
FR,45.5,6.5,122517
FR,45.5,7.0,19215
FR,46.0,-1.5,32074
FR,46.0,-1.0,315373
FR,46.0,-0.5,106719
FR,46.0,0.0,72277
FR,46.0,0.5,53897
FR,46.0,1.0,146218
FR,46.0,1.5,179695
FR,46.0,2.0,53167
FR,46.0,2.5,28092
FR,46.0,3.0,359205
FR,46.0,3.5,174543
FR,46.0,4.0,161281
FR,46.0,4.5,320793
FR,46.0,5.0,1100933
FR,46.0,5.5,175061
FR,46.0,6.0,513416
FR,46.0,6.5,287377
FR,46.0,7.0,13389
FR,46.5,-2.5,3553
FR,46.5,-2.0,91271
FR,46.5,-1.5,200917
FR,46.5,-1.0,134699
FR,46.5,-0.5,191054
FR,46.5,0.0,106386
FR,46.5,0.5,243943
FR,46.5,1.0,37577
FR,46.5,1.5,45922
FR,46.5,2.0,44983
FR,46.5,2.5,109331
FR,46.5,3.0,38196
FR,46.5,3.5,82709
FR,46.5,4.0,61355
FR,46.5,4.5,103686
FR,46.5,5.0,200615
FR,46.5,5.5,130048
FR,46.5,6.0,129118
FR,46.5,6.5,142563
FR,46.5,7.0,3454
FR,47.0,-2.5,10527
FR,47.0,-2.0,191228
FR,47.0,-1.5,737753
FR,47.0,-1.0,259379
FR,47.0,-0.5,112609
FR,47.0,0.0,104219
FR,47.0,0.5,120652
FR,47.0,1.0,51904
FR,47.0,1.5,95812
FR,47.0,2.0,88113
FR,47.0,2.5,143377
FR,47.0,3.0,113949
FR,47.0,3.5,39891
FR,47.0,4.0,25786
FR,47.0,4.5,97725
FR,47.0,5.0,219566
FR,47.0,5.5,130044
FR,47.0,6.0,188479
FR,47.0,6.5,98693
FR,47.0,7.0,8988
FR,47.5,-4.0,12
FR,47.5,-3.5,61402
FR,47.5,-3.0,179494
FR,47.5,-2.5,240046
FR,47.5,-2.0,251514
FR,47.5,-1.5,320385
FR,47.5,-1.0,156575
FR,47.5,-0.5,386444
FR,47.5,0.0,123963
FR,47.5,0.5,390284
FR,47.5,1.0,159092
FR,47.5,1.5,174899
FR,47.5,2.0,53555
FR,47.5,2.5,58920
FR,47.5,3.0,57406
FR,47.5,3.5,48834
FR,47.5,4.0,37974
FR,47.5,4.5,38921
FR,47.5,5.0,311407
FR,47.5,5.5,60765
FR,47.5,6.0,168674
FR,47.5,6.5,106583
FR,47.5,7.0,334559
FR,47.5,7.5,215099
FR,48.0,-5.0,112
FR,48.0,-4.5,71047
FR,48.0,-4.0,228510
FR,48.0,-3.5,194304
FR,48.0,-3.0,148240
FR,48.0,-2.5,101397
FR,48.0,-2.0,243526
FR,48.0,-1.5,560746
FR,48.0,-1.0,178567
FR,48.0,-0.5,129481
FR,48.0,0.0,321146
FR,48.0,0.5,144579
FR,48.0,1.0,83234
FR,48.0,1.5,91983
FR,48.0,2.0,399598
FR,48.0,2.5,150548
FR,48.0,3.0,91636
FR,48.0,3.5,183621
FR,48.0,4.0,57400
FR,48.0,4.5,38128
FR,48.0,5.0,45701
FR,48.0,5.5,46177
FR,48.0,6.0,47241
FR,48.0,6.5,171354
FR,48.0,7.0,193435
FR,48.0,7.5,382700
FR,48.5,-5.0,9331
FR,48.5,-4.5,346326
FR,48.5,-4.0,146271
FR,48.5,-3.5,104005
FR,48.5,-3.0,192416
FR,48.5,-2.5,139186
FR,48.5,-2.0,246863
FR,48.5,-1.5,136214
FR,48.5,-1.0,101074
FR,48.5,-0.5,105316
FR,48.5,0.0,112932
FR,48.5,0.5,68193
FR,48.5,1.0,79902
FR,48.5,1.5,255790
FR,48.5,2.0,426935
FR,48.5,2.5,1474510
FR,48.5,3.0,207995
FR,48.5,3.5,93132
FR,48.5,4.0,190410
FR,48.5,4.5,48418
FR,48.5,5.0,78338
FR,48.5,5.5,43529
FR,48.5,6.0,367172
FR,48.5,6.5,150505
FR,48.5,7.0,125836
FR,48.5,7.5,592702
FR,48.5,8.0,235079
FR,49.0,-4.0,2
FR,49.0,-3.5,34582
FR,49.0,-3.0,24900
FR,49.0,-2.0,32
FR,49.0,-1.5,116268
FR,49.0,-1.0,135530
FR,49.0,-0.5,366328
FR,49.0,0.0,131414
FR,49.0,0.5,106075
FR,49.0,1.0,222039
FR,49.0,1.5,320360
FR,49.0,2.0,2433373
FR,49.0,2.5,7346026
FR,49.0,3.0,419358
FR,49.0,3.5,99758
FR,49.0,4.0,192536
FR,49.0,4.5,95599
FR,49.0,5.0,52428
FR,49.0,5.5,74775
FR,49.0,6.0,410225
FR,49.0,6.5,163936
FR,49.0,7.0,220343
FR,49.0,7.5,133981
FR,49.0,8.0,145649
FR,49.5,-2.0,23776
FR,49.5,-1.5,165022
FR,49.5,-1.0,27380
FR,49.5,-0.5,73294
FR,49.5,0.0,273136
FR,49.5,0.5,210290
FR,49.5,1.0,657994
FR,49.5,1.5,124360
FR,49.5,2.0,205531
FR,49.5,2.5,279765
FR,49.5,3.0,231959
FR,49.5,3.5,179345
FR,49.5,4.0,203181
FR,49.5,4.5,66021
FR,49.5,5.0,82055
FR,49.5,5.5,47594
FR,49.5,6.0,327277
FR,49.5,6.5,51489
FR,50.0,0.5,35558
FR,50.0,1.0,86552
FR,50.0,1.5,110140
FR,50.0,2.0,133961
FR,50.0,2.5,277152
FR,50.0,3.0,152454
FR,50.0,3.5,238611
FR,50.0,4.0,129695
FR,50.0,4.5,85839
FR,50.0,5.0,25325
FR,50.5,1.5,171512
FR,50.5,2.0,119557
FR,50.5,2.5,496005
FR,50.5,3.0,1798555
FR,50.5,3.5,419209
FR,50.5,4.0,96310
FR,51.0,1.5,25481
FR,51.0,2.0,210478
FR,51.0,2.5,243521
FR,51.0,3.0,57154
HR,42.5,17.0,252
HR,42.5,17.5,633
HR,42.5,18.0,47008
HR,42.5,18.5,6580
HR,43.0,16.0,2713
HR,43.0,16.5,11439
HR,43.0,17.0,16258
HR,43.0,17.5,44384
HR,43.0,18.0,1787
HR,43.5,15.5,688
HR,43.5,16.0,53560
HR,43.5,16.5,306015
HR,43.5,17.0,58203
HR,43.5,17.5,3063
HR,44.0,15.0,58365
HR,44.0,15.5,88142
HR,44.0,16.0,47662
HR,44.0,16.5,9607
HR,44.0,17.0,61
HR,44.5,14.0,13
HR,44.5,14.5,6898
HR,44.5,15.0,17844
HR,44.5,15.5,19431
HR,44.5,16.0,7308
HR,45.0,13.5,25034
HR,45.0,14.0,120044
HR,45.0,14.5,34164
HR,45.0,15.0,25515
HR,45.0,15.5,22740
HR,45.0,16.0,3100
HR,45.0,16.5,7110
HR,45.0,17.0,2529
HR,45.0,17.5,20492
HR,45.0,18.0,80088
HR,45.0,18.5,40360
HR,45.0,19.0,28422
HR,45.0,19.5,5311
HR,45.5,13.5,31184
HR,45.5,14.0,16915
HR,45.5,14.5,192317
HR,45.5,15.0,23689
HR,45.5,15.5,108285
HR,45.5,16.0,117883
HR,45.5,16.5,116315
HR,45.5,17.0,82916
HR,45.5,17.5,72061
HR,45.5,18.0,64712
HR,45.5,18.5,209329
HR,45.5,19.0,79680
HR,46.0,15.5,66866
HR,46.0,16.0,976376
HR,46.0,16.5,124800
HR,46.0,17.0,123510
HR,46.0,17.5,36202
HR,46.0,18.0,8037
HR,46.0,18.5,14683
HR,46.0,19.0,2015
HR,46.5,16.0,34185
HR,46.5,16.5,169572
HR,46.5,17.0,8852
HU,46.0,17.0,6243
HU,46.0,17.5,45634
HU,46.0,18.0,187725
HU,46.0,18.5,145086
HU,46.0,19.0,61128
HU,46.0,19.5,23109
HU,46.0,20.0,81251
HU,46.0,20.5,36791
HU,46.0,21.0,5
HU,46.5,16.5,23820
HU,46.5,17.0,98059
HU,46.5,17.5,77221
HU,46.5,18.0,135423
HU,46.5,18.5,116682
HU,46.5,19.0,112454
HU,46.5,19.5,90876
HU,46.5,20.0,230728
HU,46.5,20.5,124098
HU,46.5,21.0,122352
HU,46.5,21.5,37358
HU,47.0,16.0,1747
HU,47.0,16.5,137867
HU,47.0,17.0,148250
HU,47.0,17.5,125780
HU,47.0,18.0,207400
HU,47.0,18.5,219025
HU,47.0,19.0,188536
HU,47.0,19.5,222029
HU,47.0,20.0,213504
HU,47.0,20.5,115004
HU,47.0,21.0,96629
HU,47.0,21.5,76740
HU,47.0,22.0,3323
HU,47.5,16.5,124790
HU,47.5,17.0,112746
HU,47.5,17.5,275706
HU,47.5,18.0,125795
HU,47.5,18.5,227399
HU,47.5,19.0,2401410
HU,47.5,19.5,431290
HU,47.5,20.0,147082
HU,47.5,20.5,91866
HU,47.5,21.0,90949
HU,47.5,21.5,383362
HU,47.5,22.0,83983
HU,47.5,22.5,35
HU,48.0,16.5,22
HU,48.0,17.0,23163
HU,48.0,17.5,62009
HU,48.0,18.0,1851
HU,48.0,18.5,21957
HU,48.0,19.0,104300
HU,48.0,19.5,114167
HU,48.0,20.0,161733
HU,48.0,20.5,276709
HU,48.0,21.0,285024
HU,48.0,21.5,237315
HU,48.0,22.0,216675
HU,48.0,22.5,131237
HU,48.0,23.0,9493
HU,48.5,20.0,153
HU,48.5,20.5,73345
HU,48.5,21.0,49404
HU,48.5,21.5,50778
HU,48.5,22.0,43584
HU,48.5,22.5,2133
IT,35.5,12.5,4784
IT,36.0,13.0,291
IT,36.5,12.0,74
IT,36.5,14.5,2558
IT,36.5,15.0,35895
IT,37.0,12.0,5908
IT,37.0,13.5,1064
IT,37.0,14.0,99016
IT,37.0,14.5,282450
IT,37.0,15.0,270450
IT,37.0,15.5,95508
IT,37.5,12.5,61682
IT,37.5,13.0,103794
IT,37.5,13.5,253451
IT,37.5,14.0,223253
IT,37.5,14.5,149366
IT,37.5,15.0,905428
IT,38.0,12.0,577
IT,38.0,12.5,170532
IT,38.0,13.0,228255
IT,38.0,13.5,920702
IT,38.0,14.0,74730
IT,38.0,14.5,74560
IT,38.0,15.0,216290
IT,38.0,15.5,494229
IT,38.0,16.0,68045
IT,38.0,16.5,6471
IT,38.5,13.0,1037
IT,38.5,14.5,376
IT,38.5,15.0,10299
IT,38.5,15.5,23254
IT,38.5,16.0,248015
IT,38.5,16.5,109749
IT,39.0,8.0,10
IT,39.0,8.5,65236
IT,39.0,9.0,230500
IT,39.0,9.5,15454
IT,39.0,15.0,414
IT,39.0,16.0,44771
IT,39.0,16.5,266517
IT,39.0,17.0,122452
IT,39.5,8.5,88323
IT,39.5,9.0,321124
IT,39.5,9.5,29332
IT,39.5,16.0,227056
IT,39.5,16.5,208599
IT,39.5,17.0,54481
IT,40.0,8.5,71063
IT,40.0,9.0,59114
IT,40.0,9.5,52132
IT,40.0,15.0,21366
IT,40.0,15.5,61859
IT,40.0,16.0,108701
IT,40.0,16.5,82424
IT,40.0,18.0,235482
IT,40.0,18.5,169487
IT,40.5,8.0,1607
IT,40.5,8.5,203701
IT,40.5,9.0,55041
IT,40.5,9.5,85625
IT,40.5,10.0,1134
IT,40.5,14.0,65481
IT,40.5,14.5,462098
IT,40.5,15.0,449636
IT,40.5,15.5,131694
IT,40.5,16.0,124837
IT,40.5,16.5,120597
IT,40.5,17.0,192240
IT,40.5,17.5,540970
IT,40.5,18.0,467219
IT,40.5,18.5,19439
IT,41.0,8.0,1760
IT,41.0,8.5,71288
IT,41.0,9.0,46108
IT,41.0,9.5,90938
IT,41.0,13.0,6152
IT,41.0,13.5,20636
IT,41.0,14.0,1512180
IT,41.0,14.5,2331761
IT,41.0,15.0,412305
IT,41.0,15.5,100428
IT,41.0,16.0,93261
IT,41.0,16.5,536745
IT,41.0,17.0,732847
IT,41.0,17.5,88801
IT,41.5,9.0,1
IT,41.5,9.5,22
IT,41.5,12.0,1105
IT,41.5,12.5,525209
IT,41.5,13.0,522908
IT,41.5,13.5,447177
IT,41.5,14.0,198641
IT,41.5,14.5,157329
IT,41.5,15.0,69340
IT,41.5,15.5,309396
IT,41.5,16.0,153618
IT,41.5,16.5,148896
IT,42.0,11.5,2008
IT,42.0,12.0,269366
IT,42.0,12.5,3215891
IT,42.0,13.0,333780
IT,42.0,13.5,120168
IT,42.0,14.0,103802
IT,42.0,14.5,188382
IT,42.0,15.0,72867
IT,42.0,15.5,31338
IT,42.0,16.0,31460
IT,42.5,10.0,1839
IT,42.5,10.5,2356
IT,42.5,11.0,32161
IT,42.5,11.5,35229
IT,42.5,12.0,208143
IT,42.5,12.5,291271
IT,42.5,13.0,90830
IT,42.5,13.5,149464
IT,42.5,14.0,513833
IT,42.5,14.5,63895
IT,43.0,10.0,5448
IT,43.0,10.5,70679
IT,43.0,11.0,124374
IT,43.0,11.5,69608
IT,43.0,12.0,131792
IT,43.0,12.5,428810
IT,43.0,13.0,74158
IT,43.0,13.5,261628
IT,43.0,14.0,199145
IT,43.5,10.0,48
IT,43.5,10.5,527115
IT,43.5,11.0,323554
IT,43.5,11.5,264985
IT,43.5,12.0,243932
IT,43.5,12.5,116035
IT,43.5,13.0,246049
IT,43.5,13.5,455339
IT,43.5,14.0,8502
IT,44.0,7.5,62315
IT,44.0,8.0,203050
IT,44.0,8.5,35081
IT,44.0,9.5,15539
IT,44.0,10.0,412274
IT,44.0,10.5,400714
IT,44.0,11.0,934400
IT,44.0,11.5,286580
IT,44.0,12.0,269196
IT,44.0,12.5,506480
IT,44.0,13.0,200575
IT,44.5,7.0,3736
IT,44.5,7.5,291691
IT,44.5,8.0,209723
IT,44.5,8.5,232395
IT,44.5,9.0,699394
IT,44.5,9.5,94528
IT,44.5,10.0,79877
IT,44.5,10.5,424668
IT,44.5,11.0,717734
IT,44.5,11.5,841285
IT,44.5,12.0,392899
IT,44.5,12.5,45973
IT,45.0,6.5,2946
IT,45.0,7.0,57189
IT,45.0,7.5,1741756
IT,45.0,8.0,451605
IT,45.0,8.5,286988
IT,45.0,9.0,364953
IT,45.0,9.5,414581
IT,45.0,10.0,321885
IT,45.0,10.5,497415
IT,45.0,11.0,465459
IT,45.0,11.5,409836
IT,45.0,12.0,259902
IT,45.0,12.5,46719
IT,45.5,7.0,11183
IT,45.5,7.5,165759
IT,45.5,8.0,315327
IT,45.5,8.5,504589
IT,45.5,9.0,3897079
IT,45.5,9.5,2145893
IT,45.5,10.0,1051061
IT,45.5,10.5,520835
IT,45.5,11.0,737175
IT,45.5,11.5,854089
IT,45.5,12.0,1464651
IT,45.5,12.5,467092
IT,45.5,13.0,33658
IT,45.5,13.5,14318
IT,45.5,14.0,204558
IT,46.0,7.0,6637
IT,46.0,7.5,20793
IT,46.0,8.0,10105
IT,46.0,8.5,314457
IT,46.0,9.0,587580
IT,46.0,9.5,384745
IT,46.0,10.0,251542
IT,46.0,10.5,81751
IT,46.0,11.0,377285
IT,46.0,11.5,159249
IT,46.0,12.0,374255
IT,46.0,12.5,516055
IT,46.0,13.0,431356
IT,46.0,13.5,310751
IT,46.0,14.0,133
IT,46.5,8.0,7
IT,46.5,8.5,1639
IT,46.5,9.5,17769
IT,46.5,10.0,10516
IT,46.5,10.5,45214
IT,46.5,11.0,169915
IT,46.5,11.5,274488
IT,46.5,12.0,47899
IT,46.5,12.5,35558
IT,46.5,13.0,53770
IT,46.5,13.5,8541
IT,47.0,10.5,2249
IT,47.0,11.0,7069
IT,47.0,11.5,28827
IT,47.0,12.0,52669
IT,47.0,12.5,38
LT,54.0,23.5,9284
LT,54.0,24.0,23800
LT,54.0,24.5,10366
LT,54.0,25.0,7710
LT,54.0,25.5,2326
LT,54.0,26.0,143
LT,54.5,22.5,1454
LT,54.5,23.0,39948
LT,54.5,23.5,67240
LT,54.5,24.0,84672
LT,54.5,24.5,23181
LT,54.5,25.0,208340
LT,54.5,25.5,405713
LT,54.5,26.0,23
LT,55.0,21.5,1665
LT,55.0,22.0,9659
LT,55.0,22.5,17165
LT,55.0,23.0,34058
LT,55.0,23.5,29612
LT,55.0,24.0,352988
LT,55.0,24.5,66165
LT,55.0,25.0,64935
LT,55.0,25.5,80781
LT,55.0,26.0,20609
LT,55.0,26.5,2936
LT,55.5,21.0,130276
LT,55.5,21.5,69288
LT,55.5,22.0,29154
LT,55.5,22.5,33324
LT,55.5,23.0,39211
LT,55.5,23.5,20332
LT,55.5,24.0,43556
LT,55.5,24.5,95044
LT,55.5,25.0,31369
LT,55.5,25.5,38715
LT,55.5,26.0,18074
LT,55.5,26.5,29061
LT,55.5,27.0,102
LT,56.0,21.0,46290
LT,56.0,21.5,33875
LT,56.0,22.0,55830
LT,56.0,22.5,32269
LT,56.0,23.0,39806
LT,56.0,23.5,121232
LT,56.0,24.0,27492
LT,56.0,24.5,43022
LT,56.0,25.0,26472
LT,56.0,25.5,22392
LT,56.0,26.0,5876
LT,56.0,26.5,76
LT,56.5,21.5,5120
LT,56.5,22.0,11902
LT,56.5,22.5,30111
LT,56.5,23.0,10034
LT,56.5,23.5,6005
LT,56.5,24.0,1900
LT,56.5,24.5,2141
LT,56.5,25.0,1349
LV,55.5,26.5,1458
LV,55.5,27.0,351
LV,56.0,21.0,1100
LV,56.0,21.5,196
LV,56.0,25.0,468
LV,56.0,25.5,2747
LV,56.0,26.0,8036
LV,56.0,26.5,93988
LV,56.0,27.0,21483
LV,56.0,27.5,10901
LV,56.0,28.0,1903
LV,56.5,21.0,68351
LV,56.5,21.5,16882
LV,56.5,22.0,11674
LV,56.5,22.5,21883
LV,56.5,23.0,15797
LV,56.5,23.5,72292
LV,56.5,24.0,54352
LV,56.5,24.5,20071
LV,56.5,25.0,23335
LV,56.5,25.5,17318
LV,56.5,26.0,42036
LV,56.5,26.5,16192
LV,56.5,27.0,21189
LV,56.5,27.5,47816
LV,56.5,28.0,8112
LV,57.0,21.0,987
LV,57.0,21.5,8350
LV,57.0,22.0,17838
LV,57.0,22.5,23775
LV,57.0,23.0,32931
LV,57.0,23.5,37935
LV,57.0,24.0,638335
